Eku sunguleni, Xikwembu xi tumbuluxile tilo ni misava.	In the beginning, God created the heavens and the earth.
Magandzelo ya swa le masin'wini lama endliweke hi swilo leswi ma endleriwa HOSI Xikwembu, mi ta ma yisa eka muprista, kutani yena a ya na wona alitarini	And you shall bring the grain offering that is made of these things to the LORD, and when it is presented to the priest, he shall bring it to the altar.
a fika a pambula swo suma ha swona, a swi hisa alitarini, yi va mhamba leyi hiseriwaka HOSI Xikwembu, leyi ku nun'hwela ka yona ku nga ta xi tsakisa.	And the priest shall take from the grain offering its memorial portion and burn this on the altar, a food offering with a pleasing aroma to the LORD.
Swakudya leswi saleke eka magandzelo lawa, swi ta va swa Aroni ni vana va yena; swi hlawulekile swinene, hikuva hi leswi saleke eka mhamba leyi hiseriwaka HOSI Xikwembu.	But the rest of the grain offering shall be for Aaron and his sons; it is a most holy part of the LORD's food offerings.
Magandzelo hinkwawo ya swa le masin'wini lawa mi ma humeselaka HOSI Xikwembu ma nga tshuki ma cheriwa comela, hikuva a ma cheriwi comela kumbe vulombe loko mi hisela HOSI Xikwembu emhamba	No grain offering that you bring to the LORD shall be made with leaven, for you shall burn no leaven nor any honey as a food offering to the LORD.
mi nga chela loko mi humesela HOSI Xikwembu emagandzelo ya ntshovelo wo sungula, kambe mi nga tshuki mi swi hisa alitarini leswaku swi va mhamba yo nun'hwela.	As an offering of firstfruits you may bring them to the LORD, but they shall not be offered on the altar for a pleasing aroma.
Magandzelo ya n'wina hinkwawo ya swa le masin'wini, ma cheleni munyu. Mi nga tshuki mi rivala ku wu chela, hikuva munyu wu fanisa ntwanano wa n'wina ni Xikwembu xa n'wina, hikokwalaho wu cheleni minkarhi hinkwayo.	You shall season all your grain offerings with salt. You shall not let the salt of the covenant with your God be missing from your grain offering; with all your offerings you shall offer salt.
Loko mi humesela HOSI Xikwembu magandzelo ya swa le masin'wini hi swa ntshovelo wa n'wina wo sungula, mi fanele ku humesa tindzhoho leti katingiweke loko ta ha tsakama, kutani ti khuvutiwa.	If you offer a grain offering of firstfruits to the LORD, you shall offer for the grain offering of your firstfruits fresh ears, roasted with fire, crushed new grain.
Ehenhla ka tindzhoho leti, mi ta chela mafurha, mi n'wan'wasela ni murhi wa risuna. Lawa hi wona magandzelo ya swa le masin'wini.	And you shall put oil on it and lay frankincense on it; it is a grain offering.
Kutani muprista ú ta nusa tindzhoho leti ni mafurha ya kona, a ti hisa ni mirhi ya risuna hinkwato, a suma ha swona. Leyi hi yona mhamba leyi hiseriwaka HOSI Xikwembu.	And the priest shall burn as its memorial portion some of the crushed grain and some of the oil with all of its frankincense; it is a food offering to the LORD.
Loko munhu a humesa magandzelo ya xinakulobye hi xin'wana xa swifuwo swa yena leswikulu, ú fanele ku pambula lexi nga solekiki xa xinuna kumbe xa xisati, a ya na xona emahlweni ka HOSI Xikwembu.	If his offering is a sacrifice of peace offering, if he offers an animal from the herd, male or female, he shall offer it without blemish before the LORD.
Kutani ú ta tlhandleka voko enhlokweni ya xifuwo enyangweni ya Ntsonga lowo Hlawuleka, a xi tlhavela kwalaho. Vaprista, va nga vana va Aroni, va ta teka ngati ya xifuwo, va xuva ha yona alitari matlhelo hinkwawo.	And he shall lay his hand on the head of his offering and kill it at the entrance of the tent of meeting, and Aaron's sons the priests shall throw the blood against the sides of the altar.
Eka magandzelo lawa ya xinakulobye, leswi a nga ta swi humesa yi va mhamba leyi hiseriwaka HOSI Xikwembu, i mpambani, ni mafurha hinkwawo lama khomaneke ni swa le ndzeni	And from the sacrifice of the peace offering, as a food offering to the LORD, he shall offer the fat covering the entrails and all the fat that is on the entrails
ni tinso hi timbirhi ka tona, ni mafurha ya kona; tinso leti ti fanele ku tsemiwa swin'we ni tlhelo lero saseka ra xivindzi.	and the two kidneys with the fat that is on them at the loins, and the long lobe of the liver that he shall remove with the kidneys.
Kutani vana va Aroni va ta swi teka va swi hisa ehenhla ka alitari, swin'we ni magandzelo lama nga ta va ma ri endzilweni. Leyi i mhamba leyi hiseriwaka HOSI Xikwembu, leyi ku nun'hwela ka yona ku nga ta xi tsakisa.	Then Aaron's sons shall burn it on the altar on top of the burnt offering, which is on the wood on the fire; it is a food offering with a pleasing aroma to the LORD.
Loko munhu a humesela HOSI Xikwembu magandzelo ya xinakulobye hi xin'wana xa swifuwo swa yena leswitsongo, ú fanele ku pambula xa xinuna kumbe xa xisati, lexi nga solekiki a humesa xona.	If his offering for a sacrifice of peace offering to the LORD is an animal from the flock, male or female, he shall offer it without blemish.
Loko lexi a humesaka xona yi ri nyimpfu, ú fanele ku ya na yona emahlweni ka HOSI Xikwembu	If he offers a lamb for his offering, then he shall offer it before the LORD
a fika a tlhandleka voko ra yena enhlokweni ya yona, a yi tlhava emahlweni ka Ntsonga lwo Hlawuleka, kutani vana va Aroni va ta teka ngati ya yona va xuva ha yona alitari matlhelo hinkwawo.	lay his hand on the head of his offering, and kill it in front of the tent of meeting; and Aaron's sons shall throw its blood against the sides of the altar.
Eka magandzelo lawa ya xinakulobye, leswi munhu loyi a nga ta swi humesa swi va mhamba leyi hiseriwaka HOSI Xikwembu, hi leswi: Mafurha, ni ncila hinkwawo, wu tsemiwa hi le khondzweni, ni mpambani, ni mafurha hinkwawo lama khomaneke ni swa le ndzeni	Then from the sacrifice of the peace offering he shall offer as a food offering to the LORD its fat; he shall remove the whole fat tail, cut off close to the backbone, and the fat that covers the entrails and all the fat that is on the entrails
ni tinso hi timbirhi ka tona, ni mafurha ya kona; tinso leti ti fanele ku tsemiwa swin'we ni tlhelo lero saseka ra xivindzi.	and the two kidneys with the fat that is on them at the loins and the long lobe of the liver that he shall remove with the kidneys.
Kutani muprista ú ta hisa swilo leswi ehenhla ka alitari, swi va swakudya leswi swi humeseriwaka HOSI Xikwembu.	And the priest shall burn it on the altar as a food offering to the LORD.
Loko munhu a humesa mbuti, ú fanele ku ya na yona emahlweni ka HOSI Xikwembu	If his offering is a goat, then he shall offer it before the LORD
a fika a tlhandleka voko ra yena enhlokweni ya yona, a yi tlhava emahlweni ka Ntsonga lowo Hlawuleka, kutani vana va Aroni va ta teka ngati ya yona, va xuva ha yona alitari matlhelo hinkwawo.	and lay his hand on its head and kill it in front of the tent of meeting, and the sons of Aaron shall throw its blood against the sides of the altar.
Leswi a fanelaka ku swi humesa leswaku swi va mhamba leyi hiseriwaka HOSI Xikwembu, hi leswi: Mpambani, ni mafurha hinkwawo lama khomaneke ni swa le ndzeni	Then he shall offer from it, as his offering for a food offering to the LORD, the fat covering the entrails and all the fat that is on the entrails
ni tinso hi timbirhi ka tona, ni mafurha ya kona; tinso leti ti fanele ku tsemiwa swin'we ni tlhelo lero saseka ra xivindzi.	and the two kidneys with the fat that is on them at the loins and the long lobe of the liver that he shall remove with the kidneys.
Kutani muprista ú ta swi hisa ehenhla ka alitari, swi va swakudya leswi hisiwaka, leswi ku nun'hwela ka swona ku tsakisaka. Mafurha hinkwawo i ya HOSI Xikwembu.	And the priest shall burn them on the altar as a food offering with a pleasing aroma. All fat is the LORD's.
Hinkwako lomu mi nga ta va mi tshama kona, mi nga tshuki mi dya mafurha kumbe ngati. Nawu lowu, mi fanele ku wu landza, n'wina ni vatukulu va n'wina hilaha ku nga heriki.	It shall be a statute forever throughout your generations, in all your dwelling places, that you eat neither fat nor blood.
Kutani HOSI Xikwembu xi byela Muxe	And the LORD spoke to Moses, saying
ku ya vulavula ni Vaisraele, a va tivisa marito ya xona lama nge: Munhu a nga tshuka a dyoha ku nga ri ha vomu, a endla xin'wana xa swilo leswi HOSI Xikwembu xi leriseke leswaku swi nga tshuki swi endliwa.	Speak to the people of Israel, saying, If anyone sins unintentionally in any of the LORD's commandments about things not to be done, and does any one of them
Loko loyi a dyoheke a ri Muprista lonkulu, nandzu wa kona wu khumba Vaisraele hinkwavo; hikokwalaho ú ta fanela ku humesela HOSI Xikwembu xinkuzana lexi nga solekiki, yi va mhamba yo susa xidyoho lexi a xi endleke.	if it is the anointed priest who sins, thus bringing guilt on the people, then he shall offer for the sin that he has committed a bull from the herd without blemish to the LORD for a sin offering.
U ta ta ni xinkuzana xexo enyangweni ya Ntsonga lowo Hlawuleka, a fika a tlhandleka voko ra yena enhlokweni ya xona, kutani a xi tlhavela kona, emahlweni ka HOSI Xikwembu.	He shall bring the bull to the entrance of the tent of meeting before the LORD and lay his hand on the head of the bull and kill the bull before the LORD.
Kutani Muprista Lonkulu loyi ú fanele ku teka ngatinyana ya xinkuzana, a nghena na yona eka Ntsonga lowo Hlawuleka	And the anointed priest shall take some of the blood of the bull and bring it into the tent of meeting
a fika emahlweni ka HOSI Xikwembu, a peta ritiho ra yena engatini ka 7, a ri karhi a yi n'watseka, a yi kongomisa etlhelweni ra xisirhelelo xa le xivandleni lexo hlawuleka	and the priest shall dip his finger in the blood and sprinkle part of the blood seven times before the LORD in front of the veil of the sanctuary.
a tota yin'wana etimhondzweni ta alitari ya murhi wa risuna ni swinun'hweriso, leyi nge mahlweni ka HOSI Xikwembu, endzeni ka Ntsonga lowo Hlawuleka; ngati leyin'wana hinkwayo ya xinkuzana, ú ta yi chela ehansi ka alitari ya magandzelo lama hisiwaka, leyi nga nyangweni ya Ntsonga lowo Hlawuleka.	And the priest shall put some of the blood on the horns of the altar of fragrant incense before the LORD that is in the tent of meeting, and all the rest of the blood of the bull he shall pour out at the base of the altar of burnt offering that is at the entrance of the tent of meeting.
Ú fanele ku tsema mafurha hinkwawo ya xinkuzana xa mhamba yo susa swidyoho, a tsema ni mpambani, ni mafurha lama khomaneke ni swa le ndzeni	And all the fat of the bull of the sin offering he shall remove from it, the fat that covers the entrails and all the fat that is on the entrails
ni tinso hi timbirhi ka tona, ni mafurha ya kona; tinso leti ti fanele ku tsemiwa swin'we ni tlhelo lero saseka ra xivindzi	and the two kidneys with the fat that is on them at the loins and the long lobe of the liver that he shall remove with the kidneys
ku fana ni leswi va tsemisaka swona swa xifuwo xa magandzelo ya xinakulobye. Muprista ú fanele ku hisa swilo leswi hinkwaswo ehenhla ka alitari ya magandzelo lama hisiwaka	(just as these are taken from the ox of the sacrifice of the peace offerings); and the priest shall burn them on the altar of burnt offering.
kambe dzovo ra xinkuzana, ni nyama leyin'wana, ni nhloko, ni manqina, ni swa le ndzeni, ni nswanyi	But the skin of the bull and all its flesh, with its head, its legs, its entrails, and its dung
ú ta swi rhwala hinkwaswo, a huma na swona emixaxeni, a ya swi hisela exivandleni lexi tengeke, lexi minkuma ya magandzelo yi cheriwaka eka xona.	all the rest of the bull—he shall carry outside the camp to a clean place, to the ash heap, and shall burn it up on a fire of wood. On the ash heap it shall be burned up.
Ntshungu hinkwawo wa Vaisraele wu nga tshuka wu dyoha ku nga ri ha vomu, naswona wu nga swi tivi leswaku wu dyohile, hi ku endla xin'wana xa swilo leswi HOSI Xikwembu xi leriseke leswaku swi nga tshuki swi endliwa, kutani ntshungu wu tikuma wu ri ni nandzu.	If the whole congregation of Israel sins unintentionally and the thing is hidden from the eyes of the assembly, and they do any one of the things that by the LORD's commandments ought not to be done, and they realize their guilt
Siku ntshungu wu swi tivaka leswaku wu dyohile, wu fanele ku humesa xinkuzana xa mhamba yo susa swidyoho, va ya na xona emahlweni ka Ntsonga lowo Hlawuleka	when the sin which they have committed becomes known, the assembly shall offer a bull from the herd for a sin offering and bring it in front of the tent of meeting.
vakulukumba va kona va fika va tlhandleka mavoko enhlokweni ya xinkuzana lexi, kutani xinkuzana xi tlhaviwa emahlweni ka HOSI Xikwembu.	And the elders of the congregation shall lay their hands on the head of the bull before the LORD, and the bull shall be killed before the LORD.
Muprista Lonkulu ú ta teka ngatinyana ya xinkuzana, a nghena na yona eka Ntsonga lowo Hlawuleka	Then the anointed priest shall bring some of the blood of the bull into the tent of meeting
a fika emahlweni ka HOSI Xikwembu, a peta ritiho ra yena engatini leyi ka 7, a ri karhi a yi n'watseka a yi kongomisa etlhelweni ra xisirhelelo	and the priest shall dip his finger in the blood and sprinkle it seven times before the LORD in front of the veil.
ú ta tota ngati yin'wana etimhondzweni ta alitari leyi yi nga ndzeni ka Ntsonga lowo Hlawuleka, emahlweni ka HOSI Xikwembu; kasi ngati leyin'wana hinkwayo, ú ta yi chela ehansi ka alitari ya magandzelo lama hisiwaka, leyi yi nga nyangweni ya Ntsonga lowo Hlawuleka.	And he shall put some of the blood on the horns of the altar that is in the tent of meeting before the LORD, and the rest of the blood he shall pour out at the base of the altar of burnt offering that is at the entrance of the tent of meeting.
Loko ma ri mafurha ya xinkuzana lexi, wona ú ta ma hisa hinkwawo ehenhla ka alitari.	And all its fat he shall take from it and burn on the altar.
Xinkuzana lexi, muprista ú ta xi humesa ku fana ni xinkuzana lexin'wana xa mhamba yo susa swidyoho, a basisa ntshungu ha xona, kutani wu ta rivaleriwa xidyoho xa wona.	Thus shall he do with the bull. As he did with the bull of the sin offering, so shall he do with this. And the priest shall make atonement for them, and they shall be forgiven.
Ú ta rhwala nyama ya xinkuzana lexi a huma na yona emixaxeni, a ya yi hisa ku fana ni nyama ya xinkuzana lexo sungula. Leyi hi yona mhamba yo susa swidyoho swa ntshungu.	And he shall carry the bull outside the camp and burn it up as he burned the first bull; it is the sin offering for the assembly.
Murhangeri a nga tshuka a dyoha ku nga ri ha vomu, a endla xin'wana xa swilo leswi HOSI Xikwembu xa yena xi leriseke leswaku swi nga tshuki swi endliwa, kutani a tikuma a ri ni nandzu.	When a leader sins, doing unintentionally any one of all the things that by the commandments of the LORD his God ought not to be done, and realizes his guilt
Loko a tivisiwa xidyoho lexi a xi endleke, ú fanele ku ta ni xiphongho lexi nga solekiki leswaku a ta humesa magandzelo ha xona	or the sin which he has committed is made known to him, he shall bring as his offering a goat, a male without blemish
